date,code,action,reason,price,shares,pnl_pct
2024-01-22,002575.SZ,买入,金叉,6.79,100,0.0
2024-01-22,000068.SZ,买入,金叉,4.1,200,0.0
2024-01-23,002670.SZ,买入,金叉,10.71,100,0.0
2024-01-23,000037.SZ,买入,金叉,9.25,100,0.0
2024-01-23,000521.SZ,买入,金叉,6.54,100,0.0
2024-01-24,002708.SZ,买入,金叉,8.9,100,0.0
2024-01-25,601113.SH,卖出,止损,3.92,200,-6.666666666666677
2024-01-25,600830.SH,买入,金叉,8.78,100,0.0
2024-01-26,600675.SH,买入,金叉,4.21,200,0.0
2024-01-29,300269.SZ,卖出,止损,4.8,100,-13.824057450628368
2024-01-29,600318.SH,卖出,止损,7.98,100,-10.337078651685394
2024-01-29,002178.SZ,卖出,止损,6.03,100,-5.188679245283023
2024-01-29,920974.BJ,卖出,止损,7.5,100,-12.587412587412583
2024-01-29,002575.SZ,卖出,止损,6.21,100,-8.541973490427102
2024-01-29,002670.SZ,卖出,止损,10.08,100,-5.882352941176472
2024-01-29,002708.SZ,卖出,止损,7.96,100,-10.561797752808989
2024-01-29,601998.SH,买入,金叉,6.31,100,0.0
2024-01-29,600836.SH,买入,金叉,4.56,200,0.0
2024-01-29,601857.SH,买入,金叉,8.4,100,0.0
2024-01-30,600830.SH,卖出,止损,7.82,100,-10.93394077448746
2024-01-30,600836.SH,卖出,止损,4.1,200,-10.087719298245613
2024-01-30,600629.SH,买入,金叉,6.49,100,0.0
2024-01-30,002423.SZ,买入,金叉,8.35,100,0.0
2024-01-30,002523.SZ,买入,金叉,3.37,300,0.0
2024-01-31,600675.SH,卖出,止损,3.75,200,-10.926365795724468
2024-01-31,600675.SH,买入,金叉,3.75,200,0.0
2024-01-31,600622.SH,买入,金叉,3.11,300,0.0
2024-02-01,600675.SH,卖出,止损,3.38,200,-9.866666666666667
2024-02-01,600622.SH,卖出,止损,2.92,300,-6.109324758842439
2024-02-01,600119.SH,买入,金叉,8.78,100,0.0
2024-02-01,603126.SH,买入,金叉,8.32,100,0.0
2024-02-02,000037.SZ,卖出,止损,8.27,100,-10.594594594594597
2024-02-02,600629.SH,卖出,止损,5.79,100,-10.785824345146377
2024-02-02,002523.SZ,卖出,止损,2.95,300,-12.462908011869434
2024-02-02,603126.SH,卖出,止损,7.49,100,-9.975961538461542
2024-02-02,600961.SH,买入,金叉,9.74,100,0.0
2024-02-02,000680.SZ,买入,金叉,5.69,100,0.0
2024-02-02,600629.SH,买入,金叉,5.79,100,0.0
2024-02-05,000068.SZ,卖出,止损,3.58,200,-12.682926829268283
2024-02-05,002423.SZ,卖出,止损,7.26,100,-13.053892215568863
2024-02-05,600629.SH,卖出,止损,5.21,100,-10.017271157167528
2024-02-05,000157.SZ,买入,金叉,7.44,100,0.0
2024-02-05,601009.SH,买入,金叉,8.43,100,0.0
2024-02-06,600119.SH,卖出,止损,7.69,100,-12.41457858769931
2024-02-06,300002.SZ,买入,金叉,10.31,100,0.0
