date,regime,code,score,price
2020-03-10,满仓,512010,0.03783356273160403,2.028
2020-06-10,半仓,159915,0.08341180923623015,2.122
2020-06-10,半仓,512480,0.07250373654199409,1.926
2020-06-10,半仓,512010,0.07150992027011234,2.281
2020-06-10,半仓,512100,0.05983923658872077,0.796
2020-06-10,半仓,510500,0.05075707329053305,6.101
2020-07-10,满仓,512880,0.4263002957562418,1.331
2020-07-10,满仓,512480,0.3245518066723486,2.546
2020-07-10,满仓,159915,0.28776918719305455,2.685
2020-07-10,满仓,512660,0.2311486797750754,1.015
2020-07-10,满仓,512010,0.22544776950731685,2.734
2020-08-10,满仓,512660,0.30403217987433595,1.22
2020-08-10,满仓,512010,0.13157794829486966,2.948
2020-08-10,满仓,512880,0.10964449355573115,1.271
2020-08-10,满仓,512100,0.1051104463874828,0.993
2020-08-10,满仓,510500,0.07870689953103727,7.385
2020-09-10,满仓,510300,-0.012377313864804717,4.649
2020-09-10,满仓,512100,-0.030430265248747077,0.917
2020-09-10,满仓,510500,-0.03841022890142575,6.877
2020-09-10,满仓,512880,-0.040470752741381295,1.182
2020-09-10,满仓,512010,-0.0472004434941,2.65
2020-11-10,满仓,512480,0.09181035493165872,2.259
2020-11-10,满仓,510300,0.03975023146348536,5.021
2020-11-10,满仓,159915,0.018510011764788326,2.674
2020-11-10,满仓,512880,-0.017907070823255357,1.216
2020-11-10,满仓,512010,-0.01999430896277816,2.767
2020-12-10,满仓,512660,0.03252195822877026,1.117
2020-12-10,满仓,510300,0.023916058962773823,5.01
2020-12-10,满仓,512480,0.018967180946836047,2.159
2020-12-10,满仓,159915,0.0007697385759052988,2.627
2020-12-10,满仓,510500,-0.003038552983653853,6.986
2021-02-10,满仓,512010,0.20663050423734736,3.56
2021-02-10,满仓,159915,0.1553546181685442,3.293
2021-02-10,满仓,510300,0.09100939215599585,5.807
2021-02-10,满仓,510500,0.024890162151818097,7.222
2021-02-10,满仓,512660,-0.02459828661473244,1.187
2021-03-10,半仓,512100,-0.042023099129061305,0.859
2021-03-10,半仓,510500,-0.055987068752745284,6.712
2021-03-10,半仓,510300,-0.09474805087786771,5.0
2021-03-10,半仓,512880,-0.10298073995708694,1.039
2021-03-10,半仓,512480,-0.13004254995609626,1.795
2021-05-10,半仓,512010,0.060758805452683,3.044
2021-05-10,半仓,159915,0.05905184242696401,2.827
2021-05-10,半仓,510500,0.038549593939433933,7.179
2021-05-10,半仓,512100,0.015402820840873323,0.902
2021-05-10,半仓,510300,-0.012998379330593134,4.999
2021-06-10,满仓,512480,0.17532436274714294,1.14
2021-06-10,满仓,159915,0.12946840232269116,3.179
2021-06-10,满仓,512660,0.11555926619922637,1.149
2021-06-10,满仓,512100,0.09332601188515083,0.994
2021-06-10,满仓,512010,0.07275269372740056,3.296
2021-08-10,半仓,512660,0.23930174467201035,1.385
2021-08-10,半仓,512480,0.1411224780343517,1.383
2021-08-10,半仓,512100,0.08439794405377583,1.096
2021-08-10,半仓,159915,0.042399538171270915,3.366
2021-08-10,半仓,510500,0.03979703767186043,7.874
2021-12-10,半仓,512100,0.06135216549963078,1.168
2021-12-10,半仓,512480,0.05836927690001152,1.368
2021-12-10,半仓,512660,0.05651519794946105,1.431
2021-12-10,半仓,512880,0.041924837445130425,1.178
2021-12-10,半仓,159915,0.03862553029447722,3.37
2023-04-10,半仓,512480,0.1871562426884839,1.062
2023-04-10,半仓,512880,0.024726114649681462,0.939
2023-04-10,半仓,510500,0.018764387252723714,6.432
2023-04-10,半仓,510300,0.011339574020986596,4.102
2023-04-10,半仓,512100,0.008420676922820024,2.783
2023-08-10,半仓,512880,0.19844492246460313,1.074
2023-08-10,半仓,510300,0.03145242262319359,4.045
2023-08-10,半仓,159915,0.018964192408175862,2.184
2023-08-10,半仓,516160,0.009267994336318731,0.858
2023-08-10,半仓,510500,0.0023867243386269887,6.135
2024-10-10,半仓,516160,2.9939926498820686,2.082
2024-10-10,半仓,588200,0.46030225321270096,1.325
2024-10-10,半仓,159915,0.40260669149583717,2.174
2024-10-10,半仓,512880,0.3864717348927874,1.113
2024-10-10,半仓,512480,0.3825343871215431,0.925
2024-12-10,满仓,512100,0.05100971635625098,2.584
2024-12-10,满仓,588200,0.04809171039763767,1.461
2024-12-10,满仓,512880,0.035248961534852866,1.244
2024-12-10,满仓,510500,0.015229664249646165,6.095
2024-12-10,满仓,512480,0.011644776025829924,1.006
2025-01-10,半仓,588200,-0.004795428691232794,1.431
2025-01-10,半仓,512480,-0.027509652509652517,0.975
2025-01-10,半仓,510300,-0.05228831183171685,3.823
2025-01-10,半仓,510500,-0.10029713186990315,5.459
2025-01-10,半仓,512660,-0.10143673705644621,0.967
2025-02-10,满仓,512480,0.11328473164371204,1.074
2025-02-10,满仓,588200,0.09252368566062094,1.543
2025-02-10,满仓,512100,0.03924319024420128,2.483
2025-02-10,满仓,512660,0.03830362606727595,1.039
2025-02-10,满仓,159915,0.03565665686074611,2.142
2025-03-10,满仓,588200,0.1546092218821992,1.686
2025-03-10,满仓,512480,0.13336868154853407,1.141
2025-03-10,满仓,512100,0.08878808082934825,2.606
2025-03-10,满仓,512660,0.08231691961031218,1.079
2025-03-10,满仓,510500,0.051061022968990954,6.006
2025-04-10,半仓,512010,-0.019148868447019175,0.348
2025-04-10,半仓,510300,-0.04384955868101923,3.829
2025-04-10,半仓,512660,-0.052566562596786784,1.01
2025-04-10,半仓,588200,-0.05673243435523019,1.487
2025-04-10,半仓,510500,-0.07067383821414255,5.535
2025-06-10,满仓,512010,0.06729885057471266,0.379
2025-06-10,满仓,512100,0.03160036006002862,2.476
2025-06-10,满仓,159915,0.026671214657221665,2.012
2025-06-10,满仓,512880,0.021267583164171988,1.07
2025-06-10,满仓,510500,0.01738486606049867,5.777
2025-07-10,满仓,516160,0.09436121865005878,1.978
2025-07-10,满仓,159915,0.07547014940062602,2.169
2025-07-10,满仓,512880,0.07222628001281656,1.155
2025-07-10,满仓,512660,0.06170169632681692,1.113
2025-07-10,满仓,512100,0.05579162180685829,2.583
2025-09-10,满仓,516160,0.23028563659364173,2.49
2025-09-10,满仓,159915,0.217026535971829,2.875
2025-09-10,满仓,588200,0.21249702588878566,1.99
2025-09-10,满仓,512480,0.16047950979787387,1.264
2025-09-10,满仓,510500,0.10081756373241406,7.003
2025-10-10,满仓,588200,0.3488988098448622,2.469
2025-10-10,满仓,512480,0.28259600073359675,1.524
2025-10-10,满仓,516160,0.19868474853482354,2.77
2025-10-10,满仓,159915,0.166241584549421,3.095
2025-10-10,满仓,510500,0.11155889892492792,7.505
2025-11-10,满仓,516160,0.15047547699670805,3.063
2025-11-10,满仓,159915,0.0801956664219429,3.158
2025-11-10,满仓,588200,0.06447141951263705,2.358
2025-11-10,满仓,512480,0.04819043357358617,1.453
2025-11-10,满仓,510300,0.04305525457894746,4.807
2025-12-10,满仓,512660,0.0257085197859086,1.225
2025-12-10,满仓,159915,0.02550869877300044,3.192
2025-12-10,满仓,512100,-0.014485282145578492,2.999
2025-12-10,满仓,510300,-0.015325539149373003,4.702
2025-12-10,满仓,512480,-0.016130780851543448,1.438
2026-02-10,满仓,588200,0.08760258858247659,2.66
2026-02-10,满仓,512480,0.07215314891221061,1.636
2026-02-10,满仓,510500,0.06393425051140662,8.377
2026-02-10,满仓,516160,0.0461257248710564,3.038
2026-02-10,满仓,512100,0.037136271784850086,3.301
2026-03-10,半仓,516160,0.046736331875821914,3.142
2026-03-10,半仓,510500,0.03437504007028287,8.481
2026-03-10,半仓,512100,0.029616388274157045,3.344
2026-03-10,半仓,512660,0.02729535330209445,1.511
2026-03-10,半仓,159915,-0.003926494760637578,3.296
2026-04-10,半仓,159915,0.04949216688191358,3.437
2026-04-10,半仓,588200,0.021411158973377465,2.565
2026-04-10,半仓,512480,-0.0009362085304969632,1.561
2026-04-10,半仓,512010,-0.0033061594202898007,0.373
2026-04-10,半仓,510300,-0.007653126761157969,4.642
2026-06-10,满仓,512480,0.15313855553867706,2.1
2026-06-10,满仓,588200,0.13583547167852855,3.476
2026-06-10,满仓,159915,0.032582384127597064,3.87
2026-06-10,满仓,510300,-0.0077150095982115845,4.784
2026-06-10,满仓,512100,-0.027220001063616196,3.303
2026-07-10,满仓,588200,0.3170728975387419,4.565
2026-07-10,满仓,512010,0.0638892649248679,0.363
2026-07-10,满仓,512880,0.06098469630008414,1.11
2026-07-10,满仓,510500,0.037190252637556036,8.698
2026-07-10,满仓,510300,-0.002648177166703159,4.829
