entry_date,exit_date,stocks,n_stocks,period_return,n_sl_events
2024-06-03,2024-08-01,002958.SZ;002936.SZ;000900.SZ;000778.SZ;000685.SZ...(20),20,-0.05407455694893699,18
2024-08-01,2024-10-08,001227.SZ;000726.SZ;000501.SZ;000498.SZ;000544.SZ...(20),20,0.20265719910190674,14
2024-10-08,2024-12-02,002958.SZ;000778.SZ;600512.SH;000685.SZ;002948.SZ...(20),20,0.00852184612351577,17
2024-12-02,2025-01-02,002948.SZ;002839.SZ;000498.SZ;002807.SZ;002958.SZ...(20),20,-0.06058252848563121,2
2025-01-02,2025-02-05,002839.SZ;002958.SZ;000498.SZ;002948.SZ;002061.SZ...(20),20,-0.0265785592816387,2
2025-02-05,2025-04-01,002839.SZ;000498.SZ;002958.SZ;002004.SZ;000591.SZ...(20),20,0.021536626259128114,0
2025-04-01,2025-06-03,002807.SZ;002839.SZ;002948.SZ;001227.SZ;002958.SZ...(20),20,0.017615403696004034,14
2025-06-03,2025-08-01,002839.SZ;002958.SZ;002807.SZ;001227.SZ;000900.SZ...(20),20,0.011995744340650831,2
2025-08-01,2025-10-09,600668.SH;002839.SZ;002807.SZ;001227.SZ;002948.SZ...(20),20,0.0018488547878045911,1
2025-10-09,2025-12-01,002958.SZ;002948.SZ;002839.SZ;002807.SZ;002936.SZ...(20),20,0.010178468205116257,0
2025-12-01,2026-01-05,002958.SZ;000690.SZ;600668.SH;000778.SZ;000498.SZ...(20),20,-0.03190478892878343,4
2026-01-05,2026-02-02,002948.SZ;002958.SZ;002839.SZ;600668.SH;002807.SZ...(20),20,0.021333327933052097,0
2026-02-02,2026-04-01,002839.SZ;002958.SZ;002807.SZ;002936.SZ;001227.SZ...(20),20,-0.00339101444989935,7
2026-04-01,2026-06-01,002839.SZ;002958.SZ;000623.SZ;001227.SZ;002936.SZ...(20),20,-0.05664361320893658,13
