entry_date,exit_date,stocks,n_stocks,period_return
2018-08-01,2018-09-03,600926.SH;000030.SZ;603116.SH;600126.SH;600655.SH...(10),10,-0.0815107794859815
2020-09-01,2020-10-09,600508.SH;600782.SH;601077.SH;600123.SH;600971.SH...(10),10,-0.004546846268058831
2020-10-09,2020-11-02,000959.SZ;002582.SZ;601077.SH;600782.SH;600657.SH...(10),10,-0.08158546914745371
2020-11-02,2020-12-01,601077.SH;002146.SZ;600376.SH;601588.SH;600657.SH...(10),10,0.044595657020311416
2020-12-01,2021-01-04,002582.SZ;601077.SH;603301.SH;000900.SZ;000543.SZ...(10),10,0.022474869526744694
2021-01-04,2021-02-01,002146.SZ;600751.SH;601077.SH;600694.SH;601997.SH...(10),10,-0.0750307896577646
2021-02-01,2021-03-01,601077.SH;000537.SZ;600782.SH;000937.SZ;000543.SZ...(10),10,0.04039806479577797
2021-03-01,2021-04-01,002582.SZ;600340.SH;601077.SH;600376.SH;000402.SZ...(10),10,0.03143119264771342
2021-04-01,2021-05-06,002582.SZ;002146.SZ;600340.SH;002131.SZ;601077.SH...(10),10,-0.05798978181126381
2021-05-06,2021-06-01,002131.SZ;000543.SZ;002146.SZ;002582.SZ;000537.SZ...(10),10,6.428138838597032e-05
2021-06-01,2021-07-01,000048.SZ;601997.SH;601077.SH;600269.SH;002030.SZ...(10),10,-0.05177514576446955
2021-07-01,2021-08-02,601077.SH;601997.SH;000090.SZ;600717.SH;000537.SZ...(10),10,-0.08438930567806402
2021-08-02,2021-09-01,000537.SZ;601997.SH;002146.SZ;601077.SH;600153.SH...(10),10,0.06289029056484757
2021-09-01,2021-10-08,601997.SH;601077.SH;000537.SZ;002146.SZ;601916.SH...(10),10,0.2300672062479568
2021-10-08,2021-11-01,002382.SZ;601077.SH;600694.SH;000709.SZ;600390.SH...(10),10,-0.07933378667255031
2021-11-01,2021-12-01,002382.SZ;002110.SZ;000932.SZ;300677.SZ;600390.SH...(10),10,0.032301500947089584
2021-12-01,2022-01-04,601997.SH;601077.SH;002936.SZ;601916.SH;000877.SZ...(10),10,0.0318757935706183
2022-01-04,2022-02-07,002936.SZ;601997.SH;601077.SH;000898.SZ;601916.SH...(10),10,0.00100509108270879
2022-02-07,2022-03-01,000877.SZ;002936.SZ;600390.SH;000900.SZ;601997.SH...(10),10,0.02233337262354607
2022-03-01,2022-04-01,601997.SH;601077.SH;601577.SH;601916.SH;000877.SZ...(10),10,-0.008909934618830391
2022-04-01,2022-05-05,600928.SH;601577.SH;601997.SH;000528.SZ;601825.SH...(10),10,-0.03166083526012846
2022-05-05,2022-06-01,300677.SZ;601828.SH;000949.SZ;600308.SH;600928.SH...(10),10,0.03085274557406591
2022-06-01,2022-07-01,002966.SZ;601997.SH;601916.SH;002958.SZ;601077.SH...(10),10,0.010008435927916984
2022-07-01,2022-08-01,601077.SH;601997.SH;600269.SH;601916.SH;600782.SH...(10),10,-0.04622348890314762
2022-08-01,2022-09-01,600782.SH;601577.SH;601077.SH;601997.SH;002958.SZ...(10),10,-0.025563175172608896
2022-09-01,2022-10-10,601825.SH;601577.SH;601077.SH;601997.SH;600782.SH...(10),10,-0.05322765794022499
2022-10-10,2022-11-01,002432.SZ;600782.SH;601916.SH;002936.SZ;601825.SH...(10),10,-0.016963947288657463
2022-11-01,2022-12-01,601577.SH;601997.SH;601916.SH;002958.SZ;601077.SH...(10),10,0.17219669119614747
2022-12-01,2023-01-03,601077.SH;601577.SH;601997.SH;601825.SH;002958.SZ...(10),10,-0.04499269076123584
2023-01-03,2023-02-01,002958.SZ;601077.SH;601997.SH;300639.SZ;601577.SH...(10),10,0.031236566836075456
2023-02-01,2023-03-01,601077.SH;601825.SH;601997.SH;601577.SH;002958.SZ...(10),10,0.019517248311880623
2023-03-01,2023-04-03,601825.SH;601997.SH;601077.SH;600928.SH;002958.SZ...(10),10,-0.03910531917348027
2023-04-03,2023-05-04,002432.SZ;601997.SH;601825.SH;603323.SH;002958.SZ...(10),10,0.012729967054190099
2023-05-04,2023-06-01,002432.SZ;601997.SH;601825.SH;002030.SZ;002936.SZ...(10),10,-0.06989281266737817
2023-06-01,2023-07-03,002958.SZ;601825.SH;601997.SH;603323.SH;600997.SH...(10),10,-0.030793853104815035
2023-07-03,2023-08-01,600123.SH;601825.SH;601997.SH;603323.SH;601077.SH...(10),10,0.09067586107965457
2023-08-01,2023-09-01,600508.SH;601825.SH;601577.SH;600483.SH;000937.SZ...(10),10,-0.04542868328807563
2023-09-01,2023-10-09,002958.SZ;002948.SZ;603323.SH;002936.SZ;600928.SH...(10),10,0.028071910234514077
2023-10-09,2023-11-01,601577.SH;600208.SH;601825.SH;603323.SH;002131.SZ...(10),10,-0.040511011735217525
2023-11-01,2023-12-01,601577.SH;603323.SH;002966.SZ;601825.SH;601997.SH...(10),10,-0.030027679672118297
2023-12-01,2024-01-02,600153.SH;601577.SH;601825.SH;002958.SZ;601997.SH...(10),10,-0.005815560869428734
2024-01-02,2024-02-01,600153.SH;603323.SH;002958.SZ;601577.SH;600208.SH...(10),10,0.010264496067687916
2024-02-01,2024-03-01,600153.SH;002958.SZ;603323.SH;600682.SH;601577.SH...(10),10,0.049417232111814285
2024-03-01,2024-04-01,603323.SH;600153.SH;002807.SZ;601825.SH;601997.SH...(10),10,-0.005588822221755615
2024-04-01,2024-05-06,600153.SH;601997.SH;601860.SH;603323.SH;601577.SH...(10),10,0.03954402870791773
2024-05-06,2024-06-03,600153.SH;601963.SH;601997.SH;002936.SZ;601825.SH...(10),10,0.0181396658832692
2024-06-03,2024-07-01,002958.SZ;002936.SZ;600928.SH;001227.SZ;601997.SH...(10),10,-0.07594151476570551
2024-07-01,2024-08-01,601997.SH;002958.SZ;600928.SH;002936.SZ;601860.SH...(10),10,0.0007102958115603386
2024-08-01,2024-09-02,002958.SZ;601577.SH;001227.SZ;601997.SH;601963.SH...(10),10,-0.04843473889651202
2024-09-02,2024-10-08,002958.SZ;600739.SH;601997.SH;601577.SH;600928.SH...(10),10,0.36250035243013673
2024-10-08,2024-11-01,601577.SH;601187.SH;601860.SH;600928.SH;002958.SZ...(10),10,-0.11786321158411037
2024-11-01,2024-12-02,603323.SH;002948.SZ;002958.SZ;600908.SH;601577.SH...(10),10,0.0379633825214557
2024-12-02,2025-01-02,601577.SH;603323.SH;601665.SH;002948.SZ;601997.SH...(10),10,0.015924308221156782
2025-01-02,2025-02-05,603323.SH;002958.SZ;601860.SH;601997.SH;601577.SH...(10),10,-0.0073925777081528445
2025-02-05,2025-03-03,601860.SH;600928.SH;601997.SH;603323.SH;002958.SZ...(10),10,-0.0337567706233845
2025-03-03,2025-04-01,601577.SH;603323.SH;002807.SZ;601528.SH;601997.SH...(10),10,0.03509299319292594
2025-04-01,2025-05-06,603323.SH;601528.SH;601997.SH;601860.SH;001227.SZ...(10),10,-0.02274527317841688
2025-05-06,2025-06-03,603323.SH;601528.SH;601860.SH;601577.SH;601997.SH...(10),10,0.06535916910542747
2025-06-03,2025-07-01,601997.SH;600153.SH;600248.SH;601860.SH;002958.SZ...(10),10,0.014294612625252404
2025-07-01,2025-08-01,603323.SH;601997.SH;600269.SH;000932.SZ;601860.SH...(10),10,0.039913733208860824
2025-08-01,2025-09-01,600908.SH;603323.SH;601577.SH;002958.SZ;002839.SZ...(10),10,-0.0003804329604236564
2025-09-01,2025-10-09,601577.SH;603323.SH;002958.SZ;601860.SH;601528.SH...(10),10,-0.06625947076711716
2025-10-09,2025-11-03,603323.SH;601577.SH;601963.SH;002958.SZ;601860.SH...(10),10,0.06005405834398307
2025-11-03,2025-12-01,603323.SH;002958.SZ;601577.SH;601860.SH;601528.SH...(10),10,-0.012151842664390707
2025-12-01,2026-01-05,603323.SH;002958.SZ;601528.SH;601860.SH;601577.SH...(10),10,-0.011457778650182434
2026-01-05,2026-02-02,603323.SH;002958.SZ;600908.SH;601577.SH;601997.SH...(10),10,-0.006816310680971023
2026-02-02,2026-03-02,603323.SH;600269.SH;601577.SH;002958.SZ;601997.SH...(10),10,-0.007320234049207127
2026-03-02,2026-04-01,601997.SH;600908.SH;002958.SZ;600928.SH;002807.SZ...(10),10,-0.009281257132240624
2026-04-01,2026-05-06,603323.SH;600908.SH;601997.SH;601577.SH;600928.SH...(10),10,-0.013726336010341652
2026-05-06,2026-06-01,603323.SH;600269.SH;600908.SH;601577.SH;002807.SZ...(10),10,-0.05547024268040002
